mixture	sample	host	donor	known_pct	mle_pct	mle_ci_lo	mle_ci_hi	presence_pct	presence_ci_lo	presence_ci_hi	presence_p	presence_markers	contamination_frac	n_used	mean_depth	gof_pval	qc	frac_pct	seed
mix_F2_into_M1	syn_F2-M1_f0.1_rep3	F2	M1	0.1000	0.0300	0.0000	0.0500	0.0000	0.0000	0.0000	1.0000	350	0.0009	505	12906	0.9489	PASS	0.1000	3
mix_F2_into_M1	syn_F2-M1_f0.1_rep4	F2	M1	0.1000	0.0200	0.0000	0.0400	0.0000	0.0000	0.0000	1.0000	350	0.0009	504	12905	0.9009	PASS	0.1000	4
mix_F2_into_M1	syn_F2-M1_f0.1_rep5	F2	M1	0.1000	0.0300	0.0000	0.0500	0.0000	0.0000	0.0000	1.0000	350	0.0009	504	12906	0.9187	PASS	0.1000	5
mix_F2_into_M1	syn_F2-M1_f0.2_rep1	F2	M1	0.2000	0.1000	0.0700	0.1300	0.0742	0.0675	0.0811	0.0000	350	0.0009	509	12918	0.7015	PASS	0.2000	1
mix_F2_into_M1	syn_F2-M1_f0.2_rep2	F2	M1	0.2000	0.0900	0.0700	0.1200	0.0701	0.0634	0.0769	0.0000	350	0.0009	510	12918	0.6896	PASS	0.2000	2
mix_F2_into_M1	syn_F2-M1_f0.2_rep3	F2	M1	0.2000	0.1000	0.0700	0.1300	0.0779	0.0712	0.0848	0.0000	350	0.0009	507	12918	0.5071	PASS	0.2000	3
mix_F2_into_M1	syn_F2-M1_f0.2_rep4	F2	M1	0.2000	0.0900	0.0600	0.1200	0.0687	0.0620	0.0754	0.0000	350	0.0009	507	12918	0.6759	PASS	0.2000	4
mix_F2_into_M1	syn_F2-M1_f0.2_rep5	F2	M1	0.2000	0.1000	0.0700	0.1300	0.0788	0.0720	0.0857	0.0000	350	0.0009	506	12919	0.5218	PASS	0.2000	5
mix_F2_into_M1	syn_F2-M1_f0.3_rep1	F2	M1	0.3000	0.1800	0.1500	0.2100	0.1703	0.1626	0.1780	0.0000	350	0.0009	511	12931	0.6096	PASS	0.3000	1
mix_F2_into_M1	syn_F2-M1_f0.3_rep2	F2	M1	0.3000	0.1800	0.1500	0.2200	0.1698	0.1621	0.1775	0.0000	350	0.0009	511	12931	0.4086	PASS	0.3000	2
mix_F2_into_M1	syn_F2-M1_f0.3_rep3	F2	M1	0.3000	0.1800	0.1500	0.2200	0.1731	0.1655	0.1808	0.0000	350	0.0009	511	12931	0.0190	PASS	0.3000	3
mix_F2_into_M1	syn_F2-M1_f0.3_rep4	F2	M1	0.3000	0.1700	0.1400	0.2000	0.1645	0.1569	0.1721	0.0000	350	0.0009	510	12931	0.3840	PASS	0.3000	4
mix_F2_into_M1	syn_F2-M1_f0.3_rep5	F2	M1	0.3000	0.1800	0.1500	0.2200	0.1778	0.1701	0.1856	0.0000	350	0.0009	510	12931	0.3551	PASS	0.3000	5
mix_F2_into_M1	syn_F2-M1_f0.4_rep1	F2	M1	0.4000	0.2700	0.2400	0.3100	0.2680	0.2596	0.2765	0.0000	350	0.0009	511	12944	0.4407	PASS	0.4000	1
mix_F2_into_M1	syn_F2-M1_f0.4_rep2	F2	M1	0.4000	0.2700	0.2400	0.3100	0.2667	0.2582	0.2751	0.0000	350	0.0009	511	12944	0.2304	PASS	0.4000	2
mix_F2_into_M1	syn_F2-M1_f0.4_rep3	F2	M1	0.4000	0.2800	0.2400	0.3100	0.2757	0.2672	0.2842	0.0000	350	0.0009	511	12944	0.0251	PASS	0.4000	3
mix_F2_into_M1	syn_F2-M1_f0.4_rep4	F2	M1	0.4000	0.2600	0.2300	0.3000	0.2657	0.2573	0.2742	0.0000	350	0.0009	511	12944	0.4295	PASS	0.4000	4
mix_F2_into_M1	syn_F2-M1_f0.4_rep5	F2	M1	0.4000	0.2700	0.2400	0.3100	0.2722	0.2637	0.2807	0.0000	350	0.0009	510	12944	0.3970	PASS	0.4000	5
mix_F2_into_M1	syn_F2-M1_f0.5_rep1	F2	M1	0.5000	0.3700	0.3300	0.4100	0.3679	0.3588	0.3772	0.0000	350	0.0009	514	12957	0.3212	PASS	0.5000	1
mix_F2_into_M1	syn_F2-M1_f0.5_rep2	F2	M1	0.5000	0.3600	0.3300	0.4000	0.3618	0.3527	0.3710	0.0000	350	0.0009	512	12957	0.1941	PASS	0.5000	2
mix_F2_into_M1	syn_F2-M1_f0.5_rep3	F2	M1	0.5000	0.3700	0.3300	0.4100	0.3744	0.3653	0.3836	0.0000	350	0.0009	513	12957	0.0299	PASS	0.5000	3
mix_F2_into_M1	syn_F2-M1_f0.5_rep4	F2	M1	0.5000	0.3500	0.3200	0.3900	0.3622	0.3531	0.3713	0.0000	350	0.0009	513	12957	0.4436	PASS	0.5000	4
mix_F2_into_M1	syn_F2-M1_f0.5_rep5	F2	M1	0.5000	0.3700	0.3300	0.4000	0.3690	0.3598	0.3782	0.0000	350	0.0009	511	12957	0.4085	PASS	0.5000	5
mix_F2_into_M2	syn_F2-M2_f0.1_rep1	F2	M2	0.1000	0.0400	0.0200	0.0800	0.0017	0.0000	0.0070	0.2551	331	0.0007	507	16140	1.0000	PASS	0.1000	1
mix_F2_into_M2	syn_F2-M2_f0.1_rep2	F2	M2	0.1000	0.0500	0.0200	0.0800	0.0028	0.0000	0.0081	0.1474	331	0.0007	506	16140	1.0000	PASS	0.1000	2
mix_F2_into_M2	syn_F2-M2_f0.1_rep3	F2	M2	0.1000	0.0200	0.0000	0.0500	0.0000	0.0000	0.0000	1.0000	331	0.0007	512	16139	1.0000	PASS	0.1000	3
mix_F2_into_M2	syn_F2-M2_f0.1_rep4	F2	M2	0.1000	0.0400	0.0100	0.0700	0.0000	0.0000	0.0000	1.0000	331	0.0007	506	16140	1.0000	PASS	0.1000	4
mix_F2_into_M2	syn_F2-M2_f0.1_rep5	F2	M2	0.1000	0.0400	0.0200	0.0800	0.0017	0.0000	0.0070	0.2550	331	0.0007	507	16140	1.0000	PASS	0.1000	5
mix_F2_into_M2	syn_F2-M2_f0.2_rep1	F2	M2	0.2000	0.1100	0.0800	0.1400	0.0951	0.0889	0.1014	0.0000	331	0.0007	513	16156	1.0000	PASS	0.2000	1
mix_F2_into_M2	syn_F2-M2_f0.2_rep2	F2	M2	0.2000	0.1100	0.0800	0.1500	0.0937	0.0875	0.1000	0.0000	331	0.0007	515	16156	1.0000	PASS	0.2000	2
mix_F2_into_M2	syn_F2-M2_f0.2_rep3	F2	M2	0.2000	0.0900	0.0600	0.1200	0.0903	0.0841	0.0965	0.0000	331	0.0007	519	16155	1.0000	PASS	0.2000	3
mix_F2_into_M2	syn_F2-M2_f0.2_rep4	F2	M2	0.2000	0.1100	0.0700	0.1400	0.0932	0.0870	0.0995	0.0000	331	0.0007	512	16156	1.0000	PASS	0.2000	4
mix_F2_into_M2	syn_F2-M2_f0.2_rep5	F2	M2	0.2000	0.1100	0.0700	0.1400	0.0907	0.0845	0.0970	0.0000	331	0.0007	515	16156	1.0000	PASS	0.2000	5
mix_F2_into_M2	syn_F2-M2_f0.3_rep1	F2	M2	0.3000	0.1900	0.1500	0.2300	0.1908	0.1838	0.1979	0.0000	331	0.0007	519	16171	1.0000	PASS	0.3000	1
mix_F2_into_M2	syn_F2-M2_f0.3_rep2	F2	M2	0.3000	0.1900	0.1600	0.2300	0.1884	0.1814	0.1956	0.0000	331	0.0007	519	16172	1.0000	PASS	0.3000	2
mix_F2_into_M2	syn_F2-M2_f0.3_rep3	F2	M2	0.3000	0.1600	0.1300	0.2000	0.1846	0.1776	0.1917	0.0000	331	0.0007	519	16171	1.0000	PASS	0.3000	3
mix_F2_into_M2	syn_F2-M2_f0.3_rep4	F2	M2	0.3000	0.1800	0.1500	0.2200	0.1866	0.1796	0.1938	0.0000	331	0.0007	518	16171	1.0000	PASS	0.3000	4
mix_F2_into_M2	syn_F2-M2_f0.3_rep5	F2	M2	0.3000	0.1900	0.1500	0.2300	0.1885	0.1814	0.1956	0.0000	331	0.0007	519	16172	1.0000	PASS	0.3000	5
mix_F2_into_M2	syn_F2-M2_f0.4_rep1	F2	M2	0.4000	0.2700	0.2300	0.3100	0.2837	0.2759	0.2915	0.0000	331	0.0007	520	16187	1.0000	PASS	0.4000	1
mix_F2_into_M2	syn_F2-M2_f0.4_rep2	F2	M2	0.4000	0.2800	0.2400	0.3300	0.2867	0.2789	0.2946	0.0000	331	0.0007	520	16187	1.0000	PASS	0.4000	2
mix_F2_into_M2	syn_F2-M2_f0.4_rep3	F2	M2	0.4000	0.2500	0.2200	0.2900	0.2846	0.2768	0.2924	0.0000	331	0.0007	522	16187	1.0000	PASS	0.4000	3
mix_F2_into_M2	syn_F2-M2_f0.4_rep4	F2	M2	0.4000	0.2800	0.2400	0.3200	0.2863	0.2785	0.2942	0.0000	331	0.0007	520	16187	1.0000	PASS	0.4000	4
mix_F2_into_M2	syn_F2-M2_f0.4_rep5	F2	M2	0.4000	0.2700	0.2300	0.3200	0.2824	0.2746	0.2903	0.0000	331	0.0007	522	16187	1.0000	PASS	0.4000	5
mix_F2_into_M2	syn_F2-M2_f0.5_rep1	F2	M2	0.5000	0.3600	0.3200	0.4100	0.3825	0.3741	0.3910	0.0000	331	0.0007	521	16203	1.0000	PASS	0.5000	1
mix_F2_into_M2	syn_F2-M2_f0.5_rep2	F2	M2	0.5000	0.3700	0.3300	0.4200	0.3806	0.3721	0.3891	0.0000	331	0.0007	523	16203	1.0000	PASS	0.5000	2
mix_F2_into_M2	syn_F2-M2_f0.5_rep3	F2	M2	0.5000	0.3500	0.3100	0.3900	0.3807	0.3723	0.3892	0.0000	331	0.0007	523	16203	1.0000	PASS	0.5000	3
mix_F2_into_M2	syn_F2-M2_f0.5_rep4	F2	M2	0.5000	0.3700	0.3200	0.4200	0.3844	0.3759	0.3929	0.0000	331	0.0007	523	16203	1.0000	PASS	0.5000	4
mix_F2_into_M2	syn_F2-M2_f0.5_rep5	F2	M2	0.5000	0.3700	0.3200	0.4200	0.3817	0.3733	0.3903	0.0000	331	0.0007	523	16203	1.0000	PASS	0.5000	5
mix_F3_into_F2	syn_F3-F2_f0.1_rep1	F3	F2	0.1000	0.2100	0.1700	0.2600	0.0000	0.0000	0.0000	1.0000	350	0.0024	493	1574	0.7707	PASS	0.1000	1
mix_F3_into_F2	syn_F3-F2_f0.1_rep2	F3	F2	0.1000	0.2000	0.1500	0.2500	0.0000	0.0000	0.0000	1.0000	350	0.0024	500	1575	0.6483	PASS	0.1000	2
mix_F3_into_F2	syn_F3-F2_f0.1_rep3	F3	F2	0.1000	0.2100	0.1600	0.2500	0.0000	0.0000	0.0000	1.0000	350	0.0024	500	1574	0.8446	PASS	0.1000	3
mix_F3_into_F2	syn_F3-F2_f0.1_rep4	F3	F2	0.1000	0.1900	0.1500	0.2400	0.0000	0.0000	0.0000	1.0000	350	0.0024	500	1574	0.6584	PASS	0.1000	4
mix_F3_into_F2	syn_F3-F2_f0.1_rep5	F3	F2	0.1000	0.2100	0.1700	0.2600	0.0000	0.0000	0.0000	1.0000	350	0.0024	500	1575	0.8752	PASS	0.1000	5
mix_F3_into_F2	syn_F3-F2_f0.2_rep1	F3	F2	0.2000	0.3100	0.2600	0.3600	0.0000	0.0000	0.0000	1.0000	350	0.0024	501	1576	0.8450	PASS	0.2000	1
mix_F3_into_F2	syn_F3-F2_f0.2_rep2	F3	F2	0.2000	0.2900	0.2500	0.3500	0.0000	0.0000	0.0000	1.0000	350	0.0024	501	1576	0.8463	PASS	0.2000	2
mix_F3_into_F2	syn_F3-F2_f0.2_rep3	F3	F2	0.2000	0.3000	0.2500	0.3500	0.0000	0.0000	0.0000	1.0000	350	0.0024	501	1576	0.9679	PASS	0.2000	3
mix_F3_into_F2	syn_F3-F2_f0.2_rep4	F3	F2	0.2000	0.2900	0.2400	0.3400	0.0000	0.0000	0.0000	1.0000	350	0.0024	504	1576	0.8581	PASS	0.2000	4
mix_F3_into_F2	syn_F3-F2_f0.2_rep5	F3	F2	0.2000	0.3000	0.2600	0.3600	0.0000	0.0000	0.0000	1.0000	350	0.0024	498	1576	0.9626	PASS	0.2000	5
mix_F3_into_F2	syn_F3-F2_f0.3_rep1	F3	F2	0.3000	0.4100	0.3600	0.4600	0.0111	0.0000	0.0395	0.2176	350	0.0024	501	1577	0.9657	PASS	0.3000	1
mix_F3_into_F2	syn_F3-F2_f0.3_rep2	F3	F2	0.3000	0.4000	0.3500	0.4500	0.0000	0.0000	0.0000	1.0000	350	0.0024	504	1578	0.9545	PASS	0.3000	2
mix_F3_into_F2	syn_F3-F2_f0.3_rep3	F3	F2	0.3000	0.4000	0.3500	0.4500	0.0000	0.0000	0.0000	1.0000	350	0.0024	502	1578	0.9943	PASS	0.3000	3
mix_F3_into_F2	syn_F3-F2_f0.3_rep4	F3	F2	0.3000	0.3800	0.3300	0.4400	0.0000	0.0000	0.0000	1.0000	350	0.0024	505	1578	0.9763	PASS	0.3000	4
mix_F3_into_F2	syn_F3-F2_f0.3_rep5	F3	F2	0.3000	0.4000	0.3500	0.4600	0.0053	0.0000	0.0337	0.3541	350	0.0024	500	1578	0.9890	PASS	0.3000	5
mix_F3_into_F2	syn_F3-F2_f0.4_rep1	F3	F2	0.4000	0.5200	0.4700	0.5700	0.1196	0.0896	0.1503	0.0000	350	0.0024	501	1579	0.9958	PASS	0.4000	1
mix_F3_into_F2	syn_F3-F2_f0.4_rep2	F3	F2	0.4000	0.5000	0.4500	0.5500	0.0942	0.0646	0.1245	0.0000	350	0.0024	505	1579	0.9830	PASS	0.4000	2
mix_F3_into_F2	syn_F3-F2_f0.4_rep3	F3	F2	0.4000	0.5000	0.4500	0.5500	0.0985	0.0690	0.1288	0.0000	350	0.0024	503	1579	0.9996	PASS	0.4000	3
mix_F3_into_F2	syn_F3-F2_f0.4_rep4	F3	F2	0.4000	0.4900	0.4400	0.5500	0.0801	0.0508	0.1102	0.0000	350	0.0024	506	1579	0.9926	PASS	0.4000	4
mix_F3_into_F2	syn_F3-F2_f0.4_rep5	F3	F2	0.4000	0.5000	0.4500	0.5600	0.0943	0.0648	0.1246	0.0000	350	0.0024	500	1579	0.9974	PASS	0.4000	5
mix_F3_into_F2	syn_F3-F2_f0.5_rep1	F3	F2	0.5000	0.6300	0.5800	0.6900	0.2244	0.1925	0.2571	0.0000	350	0.0024	500	1581	0.9992	PASS	0.5000	1
mix_F3_into_F2	syn_F3-F2_f0.5_rep2	F3	F2	0.5000	0.5900	0.5400	0.6500	0.1903	0.1588	0.2225	0.0000	350	0.0024	505	1581	0.9966	PASS	0.5000	2
mix_F3_into_F2	syn_F3-F2_f0.5_rep3	F3	F2	0.5000	0.6100	0.5600	0.6700	0.2010	0.1694	0.2332	0.0000	350	0.0024	504	1581	0.9999	PASS	0.5000	3
mix_F3_into_F2	syn_F3-F2_f0.5_rep4	F3	F2	0.5000	0.6000	0.5500	0.6600	0.1842	0.1529	0.2163	0.0000	350	0.0024	506	1581	0.9990	PASS	0.5000	4
mix_F3_into_F2	syn_F3-F2_f0.5_rep5	F3	F2	0.5000	0.5900	0.5300	0.6400	0.1805	0.1493	0.2125	0.0000	350	0.0024	503	1581	0.9990	PASS	0.5000	5
mix_M1_into_M2	syn_M1-M2_f0.1_rep1	M1	M2	0.1000	0.0700	0.0400	0.1100	0.0015	0.0000	0.0070	0.2960	338	0.0007	495	16472	0.0000	REVIEW	0.1000	1
mix_M1_into_M2	syn_M1-M2_f0.1_rep2	M1	M2	0.1000	0.0700	0.0500	0.1100	0.0000	0.0000	0.0000	1.0000	338	0.0007	497	16471	0.0000	REVIEW	0.1000	2
mix_M1_into_M2	syn_M1-M2_f0.1_rep3	M1	M2	0.1000	0.0800	0.0500	0.1100	0.0017	0.0000	0.0072	0.2665	338	0.0007	496	16472	0.0000	REVIEW	0.1000	3
mix_M1_into_M2	syn_M1-M2_f0.1_rep4	M1	M2	0.1000	0.0800	0.0500	0.1100	0.0048	0.0000	0.0103	0.0403	338	0.0007	497	16472	0.0000	REVIEW	0.1000	4
mix_M1_into_M2	syn_M1-M2_f0.1_rep5	M1	M2	0.1000	0.0700	0.0400	0.1100	0.0000	0.0000	0.0000	1.0000	338	0.0007	494	16472	0.0000	REVIEW	0.1000	5
mix_M1_into_M2	syn_M1-M2_f0.2_rep1	M1	M2	0.2000	0.1400	0.1100	0.1700	0.0959	0.0896	0.1024	0.0000	338	0.0007	506	16488	0.0000	PASS	0.2000	1
mix_M1_into_M2	syn_M1-M2_f0.2_rep2	M1	M2	0.2000	0.1400	0.1000	0.1700	0.0939	0.0875	0.1003	0.0000	338	0.0007	506	16488	0.0000	PASS	0.2000	2
mix_M1_into_M2	syn_M1-M2_f0.2_rep3	M1	M2	0.2000	0.1400	0.1100	0.1700	0.0948	0.0884	0.1012	0.0000	338	0.0007	509	16488	0.0000	PASS	0.2000	3
