mixture	sample	host	donor	known_pct	mle_pct	mle_ci_lo	mle_ci_hi	presence_pct	presence_ci_lo	presence_ci_hi	presence_p	presence_markers	contamination_frac	n_used	mean_depth	gof_pval	qc
mix_F2_into_F1	F2	F2	F1		99.7900	99.7200	99.8500	98.8968	98.8711	98.9193	0.0000	358	0.0019	482	1556	0.0000	REVIEW
mix_F2_into_F1	F1	F2	F1		0.0400	0.0100	0.0800	0.0000	0.0000	0.0000	1.0000	361	0.0014	513	1840	1.0000	PASS
mix_F2_into_M1	1_199_F2-M1_v1	F2	M1	0.5000	0.2800	0.2100	0.3700	0.2780	0.2713	0.2847	0.0000	349	0.0006	501	19765	0.9966	REVIEW
mix_F2_into_M1	1_99_F2-M1_v1	F2	M1	1.0000	0.9000	0.7300	1.1100	0.8548	0.8399	0.8698	0.0000	347	0.0009	508	8606	0.5189	PASS
mix_F2_into_M1	1_79_F2-M1_v1	F2	M1	1.2500	1.0800	0.8800	1.3300	0.9114	0.8939	0.9290	0.0000	349	0.0009	525	6401	0.9749	PASS
mix_F2_into_M1	1_39_F2-M1_v1	F2	M1	2.5000	2.1900	1.8700	2.5600	2.0123	1.9778	2.0472	0.0000	344	0.0007	544	3113	0.6833	PASS
mix_F2_into_M1	1_19_F2-M1_v1	F2	M1	5.0000	4.5300	4.0500	5.0700	4.4053	4.3548	4.4561	0.0000	342	0.0009	554	2954	0.9993	PASS
mix_F2_into_M1	1_9_F2-M1_v1	F2	M1	10.0000	8.4700	7.7800	9.2300	8.8218	8.7581	8.8858	0.0000	346	0.0008	577	3318	1.0000	PASS
mix_F2_into_M1	F2	F2	M1		99.8100	99.7500	99.8700	99.0306	99.0084	99.0461	0.0000	348	0.0020	482	1533	0.0000	REVIEW
mix_F2_into_M1	M1	F2	M1		0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	349	0.0009	498	12893	1.0000	REVIEW
mix_F2_into_M2	1_199_F2-M2_v1	F2	M2	0.5000	0.2900	0.2100	0.3900	0.2865	0.2800	0.2931	0.0000	329	0.0004	490	19913	1.0000	REVIEW
mix_F2_into_M2	1_99_F2-M2_v1	F2	M2	1.0000	0.6300	0.4800	0.8100	0.6562	0.6402	0.6724	0.0000	328	0.0006	488	5851	1.0000	REVIEW
mix_F2_into_M2	1_79_F2-M2_v1	F2	M2	1.2500	1.0000	0.7900	1.2500	1.0437	1.0253	1.0623	0.0000	329	0.0005	521	6338	1.0000	PASS
mix_F2_into_M2	1_39_F2-M2_v1	F2	M2	2.5000	2.0200	1.6900	2.4200	1.9927	1.9626	2.0231	0.0000	329	0.0005	540	4019	1.0000	PASS
mix_F2_into_M2	1_19_F2-M2_v1	F2	M2	5.0000	4.0000	3.4900	4.6000	4.0536	4.0054	4.1021	0.0000	320	0.0006	547	3055	1.0000	PASS
mix_F2_into_M2	1_9_F2-M2_v1	F2	M2	10.0000	8.7800	8.1200	9.5000	8.7432	8.6787	8.8080	0.0000	325	0.0006	559	3376	1.0000	PASS
mix_F2_into_M2	F2	F2	M2		99.8000	99.7400	99.8600	99.1722	99.1409	99.2001	0.0000	327	0.0016	483	1545	0.0000	REVIEW
mix_F2_into_M2	M2	F2	M2		0.0100	0.0000	0.0300	0.0000	0.0000	0.0000	1.0000	330	0.0007	497	16124	1.0000	REVIEW
mix_F3_into_F2	1_99_F3-F2_v2	F3	F2	1.0000	1.2100	1.0300	1.4300	0.6327	0.5964	0.6697	0.0000	351	0.0019	505	1640	0.0000	PASS
mix_F3_into_F2	1_79_F3-F2_v2	F3	F2	1.2500	1.1000	0.9200	1.3200	0.8346	0.7972	0.8727	0.0000	347	0.0012	515	1652	0.5006	PASS
mix_F3_into_F2	1_39_F3-F2_v2	F3	F2	2.5000	3.1300	2.8200	3.4800	2.2545	2.1975	2.3121	0.0000	350	0.0026	533	1543	0.0000	PASS
mix_F3_into_F2	1_19_F3-F2_v2	F3	F2	5.0000	4.8400	4.4100	5.3200	4.4421	4.3683	4.5164	0.0000	348	0.0020	550	1557	0.3669	PASS
mix_F3_into_F2	1_9_F3-F2_v2	F3	F2	10.0000	10.7800	10.2000	11.4100	9.7412	9.6406	9.8424	0.0000	349	0.0024	559	1585	1.0000	PASS
mix_F3_into_F2	F3	F3	F2		99.8800	99.8000	99.9400	98.9493	98.9409	98.9537	0.0000	350	0.0013	478	1742	0.0000	REVIEW
mix_F3_into_F2	F2	F3	F2		0.1000	0.0600	0.1500	0.0000	0.0000	0.0000	1.0000	348	0.0024	493	1573	0.4709	PASS
mix_M1_into_M2	1_199_M1-M2_v1	M1	M2	0.5000	0.2600	0.2000	0.3200	0.2921	0.2868	0.2974	0.0000	332	0.0002	493	33402	0.9976	REVIEW
mix_M1_into_M2	1_99_M1-M2-degraded	M1	M2	1.0000	0.8200	0.6700	1.0000	0.8778	0.8620	0.8936	0.0000	329	0.0001	518	7905	0.5784	PASS
mix_M1_into_M2	1_39_M1-M2-degraded	M1	M2	2.5000	2.3600	2.0800	2.6800	2.1670	2.1379	2.1964	0.0000	332	0.0001	552	4957	0.1048	PASS
mix_M1_into_M2	1_9_M1-M2-degraded	M1	M2	10.0000	9.9000	9.4400	10.4000	9.7436	9.6855	9.8020	0.0000	334	0.0001	577	4866	1.0000	PASS
mix_M1_into_M2	M1	M1	M2		99.9700	99.9400	100.0000	99.5426	99.5356	99.5493	0.0000	334	0.0008	502	13463	0.8893	PASS
mix_M1_into_M2	M2	M1	M2		0.0300	0.0000	0.0700	0.0000	0.0000	0.0000	1.0000	334	0.0007	486	16455	0.0000	REVIEW
mix_M3_into_F1	1_99_M3-F1_v2	M3	F1	1.0000	1.0500	0.8800	1.2500	0.6852	0.6503	0.7208	0.0000	358	0.0019	525	1531	0.9523	PASS
mix_M3_into_F1	1_79_M3-F1_v2	M3	F1	1.2500	1.3100	1.1400	1.5100	0.9359	0.8996	0.9728	0.0000	358	0.0020	541	1714	0.4665	PASS
mix_M3_into_F1	1_39_M3-F1_v2	M3	F1	2.5000	2.8200	2.5300	3.1400	2.2473	2.1907	2.3046	0.0000	358	0.0020	565	1294	0.0603	PASS
mix_M3_into_F1	1_19_M3-F1_v2	M3	F1	5.0000	5.4800	5.0500	5.9500	4.7349	4.6631	4.8074	0.0000	359	0.0022	572	1504	0.1990	PASS
mix_M3_into_F1	1_9_M3-F1_v2	M3	F1	10.0000	11.8100	11.1400	12.5300	10.6083	10.5138	10.7032	0.0000	360	0.0020	595	1703	0.9894	PASS
mix_M3_into_F1	M3	M3	F1		99.7700	99.6900	99.8500	98.9836	98.9594	99.0062	0.0000	361	0.0023	483	1886	0.0000	REVIEW
mix_M3_into_F1	F1	M3	F1		0.0000	0.0000	0.0300	0.0000	0.0000	0.0000	1.0000	360	0.0016	520	1767	1.0000	PASS
mix_M3_into_F2	1_99_M3-F2_v2	M3	F2	1.0000	1.2400	1.0600	1.4500	0.7388	0.7039	0.7743	0.0000	345	0.0021	520	1922	0.5595	PASS
mix_M3_into_F2	1_79_M3-F2_v2	M3	F2	1.2500	1.3400	1.1500	1.5700	0.8182	0.7797	0.8573	0.0000	343	0.0021	527	1735	0.0001	PASS
mix_M3_into_F2	1_39_M3-F2_v2	M3	F2	2.5000	3.1600	2.8400	3.5300	2.4296	2.3663	2.4938	0.0000	335	0.0019	528	1309	0.2937	PASS
mix_M3_into_F2	1_19_M3-F2_v2	M3	F2	5.0000	5.3900	4.9300	5.8900	4.6167	4.5431	4.6909	0.0000	342	0.0026	560	1609	0.9994	PASS
mix_M3_into_F2	1_9_M3-F2_v2	M3	F2	10.0000	11.1000	10.3900	11.8500	9.7845	9.6877	9.8817	0.0000	345	0.0019	565	1712	1.0000	PASS
mix_M3_into_F2	M3	M3	F2		99.7700	99.6800	99.8400	98.8112	98.7981	98.8201	0.0000	345	0.0024	490	2001	0.0000	REVIEW
mix_M3_into_F2	F2	M3	F2		0.1700	0.1200	0.2300	0.0000	0.0000	0.0000	1.0000	341	0.0028	492	1572	0.0093	PASS
mix_M3_into_F3	1_99_M3-F3_v2	M3	F3	1.0000	1.4900	1.2700	1.7500	0.9774	0.9356	1.0200	0.0000	332	0.0018	520	1510	0.0000	PASS
mix_M3_into_F3	1_79_M3-F3_v2	M3	F3	1.2500	1.7400	1.5300	1.9700	1.2029	1.1605	1.2460	0.0000	335	0.0024	528	1759	0.3116	PASS
mix_M3_into_F3	1_39_M3-F3_v2	M3	F3	2.5000	3.3300	2.9800	3.7200	2.7130	2.6472	2.7797	0.0000	335	0.0031	547	1347	0.0066	PASS
mix_M3_into_F3	1_19_M3-F3_v2	M3	F3	5.0000	5.1400	4.7000	5.6400	4.3777	4.3047	4.4513	0.0000	335	0.0024	558	1578	0.0000	PASS
mix_M3_into_F3	1_9_M3-F3_v2	M3	F3	10.0000	12.3600	11.6400	13.1400	10.8763	10.7723	10.9808	0.0000	325	0.0022	553	1697	0.9950	PASS
mix_M3_into_F3	M3	M3	F3		99.8600	99.8000	99.9100	98.9749	98.9574	98.9881	0.0000	334	0.0023	484	1925	0.0000	REVIEW
mix_M3_into_F3	F3	M3	F3		0.0200	0.0000	0.0500	0.0000	0.0000	0.0000	1.0000	332	0.0020	489	1691	1.0000	PASS
mix_M3_into_M4	1_99_M3-M4_v2	M3	M4	1.0000	1.5600	1.3500	1.8100	0.9006	0.8605	0.9413	0.0000	367	0.0024	529	1492	0.0000	PASS
mix_M3_into_M4	1_79_M3-M4_v2	M3	M4	1.2500	1.8100	1.5800	2.0800	1.2493	1.2075	1.2918	0.0000	367	0.0019	526	1608	0.0002	PASS
mix_M3_into_M4	1_39_M3-M4_v2	M3	M4	2.5000	3.1700	2.8400	3.5500	2.4149	2.3615	2.4689	0.0000	364	0.0024	557	1638	0.0266	PASS
mix_M3_into_M4	1_19_M3-M4_v2	M3	M4	5.0000	5.3000	4.9100	5.7200	4.5226	4.4565	4.5892	0.0000	362	0.0021	560	1781	0.9999	PASS
mix_M3_into_M4	1_9_M3-M4_v2	M3	M4	10.0000	10.8300	10.3000	11.3800	9.9375	9.8486	10.0269	0.0000	364	0.0026	586	1925	1.0000	PASS
mix_M3_into_M4	M3	M3	M4		99.8600	99.7900	99.9100	98.8683	98.8519	98.8822	0.0000	367	0.0023	473	1983	0.0000	REVIEW
mix_M3_into_M4	M4	M3	M4		0.0100	0.0000	0.0500	0.0000	0.0000	0.0000	1.0000	366	0.0016	520	1776	1.0000	PASS
