mixture	sample	component	role	host_known_pct	known_pct	est_pct	ci_lo	ci_hi	seed	qc
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.1_d49.95-49.95_rep5	M1	donor	0.1000	49.9500	49.6600	49.1800	49.8500	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.1_d49.95-49.95_rep5	M2	donor	0.1000	49.9500	50.1500	49.6600	50.3400	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.1_d66.6-33.3_rep5	F2	host	0.1000	0.1000	0.0000			5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.1_d66.6-33.3_rep5	M1	donor	0.1000	66.6000	65.0000	64.9200	65.0000	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.1_d66.6-33.3_rep5	M2	donor	0.1000	33.3000	35.0000	32.3200	35.0000	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep1	F2	host	0.2000	0.2000	0.2800			1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep1	M1	donor	0.2000	49.9000	49.6200	49.1300	49.9000	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep1	M2	donor	0.2000	49.9000	50.1000	49.6200	50.3800	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep1	F2	host	0.2000	0.2000	0.2400			1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep1	M1	donor	0.2000	66.5333	66.1100	65.6800	66.3500	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep1	M2	donor	0.2000	33.2667	33.6500	33.2300	33.8900	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep2	F2	host	0.2000	0.2000	0.2800			2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep2	M1	donor	0.2000	49.9000	49.6100	49.1300	49.8900	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep2	M2	donor	0.2000	49.9000	50.1100	49.6200	50.3900	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep2	F2	host	0.2000	0.2000	0.2400			2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep2	M1	donor	0.2000	66.5333	66.0900	65.6600	66.3200	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep2	M2	donor	0.2000	33.2667	33.6800	33.2500	33.9100	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep3	F2	host	0.2000	0.2000	0.2900			3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep3	M1	donor	0.2000	49.9000	49.6000	49.1200	49.8900	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep3	M2	donor	0.2000	49.9000	50.1100	49.6200	50.4000	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep3	F2	host	0.2000	0.2000	0.2500			3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep3	M1	donor	0.2000	66.5333	66.1000	65.6700	66.3500	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep3	M2	donor	0.2000	33.2667	33.6500	33.2200	33.9000	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep4	F2	host	0.2000	0.2000	0.2900			4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep4	M1	donor	0.2000	49.9000	49.6000	49.1200	49.8900	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep4	M2	donor	0.2000	49.9000	50.1100	49.6300	50.4000	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep4	F2	host	0.2000	0.2000	0.2500			4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep4	M1	donor	0.2000	66.5333	66.0800	65.6600	66.3300	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep4	M2	donor	0.2000	33.2667	33.6700	33.2400	33.9200	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep5	F2	host	0.2000	0.2000	0.2800			5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep5	M1	donor	0.2000	49.9000	49.6200	49.1300	49.9000	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d49.9-49.9_rep5	M2	donor	0.2000	49.9000	50.1000	49.6200	50.3800	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep5	F2	host	0.2000	0.2000	0.2400			5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep5	M1	donor	0.2000	66.5333	66.1000	65.6700	66.3400	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.2_d66.5333-33.2667_rep5	M2	donor	0.2000	33.2667	33.6600	33.2300	33.9000	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep1	F2	host	0.3000	0.3000	0.3800			1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep1	M1	donor	0.3000	49.8500	49.5700	49.0800	49.9500	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep1	M2	donor	0.3000	49.8500	50.0500	49.5700	50.4300	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep1	F2	host	0.3000	0.3000	0.3400			1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep1	M1	donor	0.3000	66.4667	66.0400	65.6100	66.3800	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep1	M2	donor	0.3000	33.2333	33.6200	33.2000	33.9600	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep2	F2	host	0.3000	0.3000	0.3800			2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep2	M1	donor	0.3000	49.8500	49.5600	49.0800	49.9400	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep2	M2	donor	0.3000	49.8500	50.0600	49.5800	50.4400	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep2	F2	host	0.3000	0.3000	0.3300			2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep2	M1	donor	0.3000	66.4667	66.0200	65.5900	66.3500	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep2	M2	donor	0.3000	33.2333	33.6500	33.2200	33.9800	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep3	F2	host	0.3000	0.3000	0.3900			3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep3	M1	donor	0.3000	49.8500	49.5500	49.0700	49.9400	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep3	M2	donor	0.3000	49.8500	50.0600	49.5800	50.4500	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep3	F2	host	0.3000	0.3000	0.3400			3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep3	M1	donor	0.3000	66.4667	66.0400	65.6100	66.3700	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep3	M2	donor	0.3000	33.2333	33.6300	33.2000	33.9600	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep4	F2	host	0.3000	0.3000	0.3900			4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep4	M1	donor	0.3000	49.8500	49.5500	49.0700	49.9400	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep4	M2	donor	0.3000	49.8500	50.0600	49.5800	50.4500	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep4	F2	host	0.3000	0.3000	0.3400			4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep4	M1	donor	0.3000	66.4667	66.0200	65.5900	66.3600	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep4	M2	donor	0.3000	33.2333	33.6400	33.2100	33.9800	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep5	F2	host	0.3000	0.3000	0.3800			5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep5	M1	donor	0.3000	49.8500	49.5700	49.0800	49.9500	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d49.85-49.85_rep5	M2	donor	0.3000	49.8500	50.0500	49.5700	50.4300	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep5	F2	host	0.3000	0.3000	0.3400			5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep5	M1	donor	0.3000	66.4667	66.0300	65.6000	66.3700	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.3_d66.4667-33.2333_rep5	M2	donor	0.3000	33.2333	33.6300	33.2000	33.9700	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep1	F2	host	0.4000	0.4000	0.4800			1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep1	M1	donor	0.4000	49.8000	49.5100	49.0300	49.9900	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep1	M2	donor	0.4000	49.8000	50.0000	49.5200	50.4900	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep1	F2	host	0.4000	0.4000	0.4300			1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep1	M1	donor	0.4000	66.4000	65.9700	65.5500	66.4000	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep1	M2	donor	0.4000	33.2000	33.5900	33.1700	34.0200	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep2	F2	host	0.4000	0.4000	0.4800			2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep2	M1	donor	0.4000	49.8000	49.5100	49.0300	49.9900	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep2	M2	donor	0.4000	49.8000	50.0100	49.5300	50.4900	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep2	F2	host	0.4000	0.4000	0.4300			2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep2	M1	donor	0.4000	66.4000	65.9500	65.5200	66.3700	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep2	M2	donor	0.4000	33.2000	33.6200	33.1900	34.0500	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep3	F2	host	0.4000	0.4000	0.4800			3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep3	M1	donor	0.4000	49.8000	49.5000	49.0200	49.9800	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep3	M2	donor	0.4000	49.8000	50.0100	49.5300	50.5000	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep3	F2	host	0.4000	0.4000	0.4300			3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep3	M1	donor	0.4000	66.4000	65.9700	65.5400	66.4000	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep3	M2	donor	0.4000	33.2000	33.6000	33.1700	34.0300	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep4	F2	host	0.4000	0.4000	0.4900			4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep4	M1	donor	0.4000	49.8000	49.5000	49.0200	49.9800	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep4	M2	donor	0.4000	49.8000	50.0200	49.5300	50.5000	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep4	F2	host	0.4000	0.4000	0.4400			4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep4	M1	donor	0.4000	66.4000	65.9500	65.5200	66.3700	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep4	M2	donor	0.4000	33.2000	33.6100	33.1800	34.0400	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep5	F2	host	0.4000	0.4000	0.4700			5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep5	M1	donor	0.4000	49.8000	49.5200	49.0400	49.9900	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d49.8-49.8_rep5	M2	donor	0.4000	49.8000	50.0100	49.5300	50.4800	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep5	F2	host	0.4000	0.4000	0.4300			5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep5	M1	donor	0.4000	66.4000	65.9700	65.5400	66.3900	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.4_d66.4-33.2_rep5	M2	donor	0.4000	33.2000	33.6000	33.1700	34.0300	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep1	F2	host	0.5000	0.5000	0.5800			1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep1	M1	donor	0.5000	49.7500	49.4600	48.9800	49.9500	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep1	M2	donor	0.5000	49.7500	49.9600	49.4700	50.4400	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep1	F2	host	0.5000	0.5000	0.5300			1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep1	M1	donor	0.5000	66.3333	65.9100	65.4800	66.3300	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep1	M2	donor	0.5000	33.1667	33.5700	33.1400	34.0000	1	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep2	F2	host	0.5000	0.5000	0.5800			2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep2	M1	donor	0.5000	49.7500	49.4600	48.9700	49.9400	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep2	M2	donor	0.5000	49.7500	49.9600	49.4800	50.4500	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep2	F2	host	0.5000	0.5000	0.5200			2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep2	M1	donor	0.5000	66.3333	65.8900	65.4600	66.3100	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep2	M2	donor	0.5000	33.1667	33.5900	33.1600	34.0200	2	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep3	F2	host	0.5000	0.5000	0.5800			3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep3	M1	donor	0.5000	49.7500	49.4500	48.9600	49.9300	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep3	M2	donor	0.5000	49.7500	49.9700	49.4800	50.4500	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep3	F2	host	0.5000	0.5000	0.5300			3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep3	M1	donor	0.5000	66.3333	65.9000	65.4700	66.3300	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep3	M2	donor	0.5000	33.1667	33.5700	33.1400	34.0000	3	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep4	F2	host	0.5000	0.5000	0.5800			4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep4	M1	donor	0.5000	49.7500	49.4500	48.9600	49.9300	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep4	M2	donor	0.5000	49.7500	49.9700	49.4800	50.4500	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep4	F2	host	0.5000	0.5000	0.5300			4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep4	M1	donor	0.5000	66.3333	65.8800	65.4500	66.3100	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep4	M2	donor	0.5000	33.1667	33.5900	33.1600	34.0100	4	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep5	F2	host	0.5000	0.5000	0.5700			5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep5	M1	donor	0.5000	49.7500	49.4700	48.9900	49.9500	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d49.75-49.75_rep5	M2	donor	0.5000	49.7500	49.9600	49.4800	50.4500	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep5	F2	host	0.5000	0.5000	0.5200			5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep5	M1	donor	0.5000	66.3333	65.9000	65.4700	66.3300	5	PASS
mix_F2_M1_into_M2	syn3_F2-M1-M2_h0.5_d66.3333-33.1667_rep5	M2	donor	0.5000	33.1667	33.5800	33.1500	34.0100	5	PASS
