mixture	sample	host	donor	known_pct	mle_pct	mle_ci_lo	mle_ci_hi	presence_pct	presence_ci_lo	presence_ci_hi	presence_p	presence_markers	contamination_frac	n_used	mean_depth	gof_pval	qc	frac_pct	seed
mix_F1_into_F3	syn_F1-F3_f0.5_rep2	F1	F3	0.5000	0.4500	0.4000	0.5000	0.1609	0.1327	0.1897	0.0000	330	0.0020	506	1693	1.0000	PASS	0.5000	2
mix_F1_into_F3	syn_F1-F3_f0.5_rep3	F1	F3	0.5000	0.4400	0.3900	0.5000	0.1596	0.1316	0.1883	0.0000	330	0.0020	503	1693	1.0000	PASS	0.5000	3
mix_F1_into_F3	syn_F1-F3_f0.5_rep4	F1	F3	0.5000	0.4400	0.3900	0.4900	0.1586	0.1306	0.1874	0.0000	330	0.0020	504	1693	1.0000	PASS	0.5000	4
mix_F1_into_F3	syn_F1-F3_f0.5_rep5	F1	F3	0.5000	0.4300	0.3800	0.4800	0.1578	0.1298	0.1866	0.0000	330	0.0020	500	1693	1.0000	PASS	0.5000	5
mix_F2_into_F1	syn_F2-F1_f0.1_rep1	F2	F1	0.1000	0.1100	0.0700	0.1600	0.0000	0.0000	0.0000	1.0000	362	0.0014	514	1842	1.0000	PASS	0.1000	1
mix_F2_into_F1	syn_F2-F1_f0.1_rep2	F2	F1	0.1000	0.1100	0.0700	0.1500	0.0000	0.0000	0.0000	1.0000	362	0.0014	514	1842	1.0000	PASS	0.1000	2
mix_F2_into_F1	syn_F2-F1_f0.1_rep3	F2	F1	0.1000	0.1100	0.0700	0.1600	0.0000	0.0000	0.0000	1.0000	362	0.0014	515	1842	1.0000	PASS	0.1000	3
mix_F2_into_F1	syn_F2-F1_f0.1_rep4	F2	F1	0.1000	0.1200	0.0800	0.1700	0.0000	0.0000	0.0000	1.0000	362	0.0014	517	1842	1.0000	PASS	0.1000	4
mix_F2_into_F1	syn_F2-F1_f0.1_rep5	F2	F1	0.1000	0.1100	0.0600	0.1500	0.0000	0.0000	0.0000	1.0000	362	0.0014	514	1842	1.0000	PASS	0.1000	5
mix_F2_into_F1	syn_F2-F1_f0.2_rep1	F2	F1	0.2000	0.2100	0.1700	0.2600	0.0000	0.0000	0.0000	1.0000	362	0.0014	517	1844	1.0000	PASS	0.2000	1
mix_F2_into_F1	syn_F2-F1_f0.2_rep2	F2	F1	0.2000	0.2000	0.1600	0.2500	0.0000	0.0000	0.0000	1.0000	362	0.0014	518	1843	1.0000	PASS	0.2000	2
mix_F2_into_F1	syn_F2-F1_f0.2_rep3	F2	F1	0.2000	0.2100	0.1700	0.2600	0.0000	0.0000	0.0000	1.0000	362	0.0014	517	1844	1.0000	PASS	0.2000	3
mix_F2_into_F1	syn_F2-F1_f0.2_rep4	F2	F1	0.2000	0.2200	0.1800	0.2600	0.0000	0.0000	0.0000	1.0000	362	0.0014	520	1844	1.0000	PASS	0.2000	4
mix_F2_into_F1	syn_F2-F1_f0.2_rep5	F2	F1	0.2000	0.2200	0.1700	0.2600	0.0000	0.0000	0.0000	1.0000	362	0.0014	516	1844	1.0000	PASS	0.2000	5
mix_F2_into_F1	syn_F2-F1_f0.3_rep1	F2	F1	0.3000	0.3100	0.2700	0.3600	0.0662	0.0430	0.0899	0.0000	362	0.0014	520	1845	1.0000	PASS	0.3000	1
mix_F2_into_F1	syn_F2-F1_f0.3_rep2	F2	F1	0.3000	0.3100	0.2600	0.3600	0.0692	0.0462	0.0928	0.0000	362	0.0014	519	1845	1.0000	PASS	0.3000	2
mix_F2_into_F1	syn_F2-F1_f0.3_rep3	F2	F1	0.3000	0.3100	0.2700	0.3600	0.0755	0.0523	0.0993	0.0000	362	0.0014	519	1846	1.0000	PASS	0.3000	3
mix_F2_into_F1	syn_F2-F1_f0.3_rep4	F2	F1	0.3000	0.3100	0.2600	0.3600	0.0739	0.0508	0.0976	0.0000	362	0.0014	520	1845	1.0000	PASS	0.3000	4
mix_F2_into_F1	syn_F2-F1_f0.3_rep5	F2	F1	0.3000	0.3200	0.2700	0.3700	0.0874	0.0641	0.1113	0.0000	362	0.0014	517	1846	1.0000	PASS	0.3000	5
mix_F2_into_F1	syn_F2-F1_f0.4_rep1	F2	F1	0.4000	0.4200	0.3700	0.4700	0.1691	0.1441	0.1948	0.0000	362	0.0014	519	1847	1.0000	PASS	0.4000	1
mix_F2_into_F1	syn_F2-F1_f0.4_rep2	F2	F1	0.4000	0.4000	0.3600	0.4600	0.1654	0.1406	0.1908	0.0000	362	0.0014	520	1847	1.0000	PASS	0.4000	2
mix_F2_into_F1	syn_F2-F1_f0.4_rep3	F2	F1	0.4000	0.4200	0.3700	0.4600	0.1788	0.1537	0.2045	0.0000	362	0.0014	520	1848	1.0000	PASS	0.4000	3
mix_F2_into_F1	syn_F2-F1_f0.4_rep4	F2	F1	0.4000	0.4100	0.3700	0.4600	0.1778	0.1528	0.2035	0.0000	362	0.0014	520	1847	1.0000	PASS	0.4000	4
mix_F2_into_F1	syn_F2-F1_f0.4_rep5	F2	F1	0.4000	0.4200	0.3800	0.4700	0.1859	0.1607	0.2116	0.0000	362	0.0014	518	1847	1.0000	PASS	0.4000	5
mix_F2_into_F1	syn_F2-F1_f0.5_rep1	F2	F1	0.5000	0.5200	0.4800	0.5800	0.2689	0.2422	0.2962	0.0000	362	0.0014	520	1849	1.0000	PASS	0.5000	1
mix_F2_into_F1	syn_F2-F1_f0.5_rep2	F2	F1	0.5000	0.5000	0.4600	0.5600	0.2634	0.2369	0.2905	0.0000	362	0.0014	519	1849	1.0000	PASS	0.5000	2
mix_F2_into_F1	syn_F2-F1_f0.5_rep3	F2	F1	0.5000	0.5100	0.4600	0.5600	0.2722	0.2456	0.2995	0.0000	362	0.0014	518	1849	1.0000	PASS	0.5000	3
mix_F2_into_F1	syn_F2-F1_f0.5_rep4	F2	F1	0.5000	0.5200	0.4700	0.5700	0.2789	0.2522	0.3062	0.0000	362	0.0014	520	1849	1.0000	PASS	0.5000	4
mix_F2_into_F1	syn_F2-F1_f0.5_rep5	F2	F1	0.5000	0.5300	0.4800	0.5800	0.2887	0.2618	0.3161	0.0000	362	0.0014	518	1849	1.0000	PASS	0.5000	5
mix_F2_into_M1	syn_F2-M1_f0.1_rep1	F2	M1	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	350	0.0009	507	12905	0.4349	PASS	0.1000	1
mix_F2_into_M1	syn_F2-M1_f0.1_rep2	F2	M1	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	350	0.0009	509	12905	0.4927	PASS	0.1000	2
mix_F2_into_M1	syn_F2-M1_f0.1_rep3	F2	M1	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	350	0.0009	508	12906	0.4253	PASS	0.1000	3
mix_F2_into_M1	syn_F2-M1_f0.1_rep4	F2	M1	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	350	0.0009	508	12905	0.4824	PASS	0.1000	4
mix_F2_into_M1	syn_F2-M1_f0.1_rep5	F2	M1	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	350	0.0009	507	12906	0.3282	PASS	0.1000	5
mix_F2_into_M1	syn_F2-M1_f0.2_rep1	F2	M1	0.2000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	350	0.0009	517	12918	0.0000	PASS	0.2000	1
mix_F2_into_M1	syn_F2-M1_f0.2_rep2	F2	M1	0.2000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	350	0.0009	520	12918	0.0000	PASS	0.2000	2
mix_F2_into_M1	syn_F2-M1_f0.2_rep3	F2	M1	0.2000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	350	0.0009	521	12918	0.0000	PASS	0.2000	3
mix_F2_into_M1	syn_F2-M1_f0.2_rep4	F2	M1	0.2000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	350	0.0009	519	12918	0.0000	PASS	0.2000	4
mix_F2_into_M1	syn_F2-M1_f0.2_rep5	F2	M1	0.2000	0.0000	0.0000	0.0200	0.0000	0.0000	0.0000	1.0000	350	0.0009	518	12919	0.0000	PASS	0.2000	5
mix_F2_into_M1	syn_F2-M1_f0.3_rep1	F2	M1	0.3000	0.0800	0.0600	0.1100	0.0000	0.0000	0.0000	1.0000	350	0.0009	521	12931	0.0000	PASS	0.3000	1
mix_F2_into_M1	syn_F2-M1_f0.3_rep2	F2	M1	0.3000	0.0800	0.0500	0.1100	0.0000	0.0000	0.0000	1.0000	350	0.0009	521	12931	0.0000	PASS	0.3000	2
mix_F2_into_M1	syn_F2-M1_f0.3_rep3	F2	M1	0.3000	0.0800	0.0600	0.1100	0.0000	0.0000	0.0000	1.0000	350	0.0009	521	12931	0.0000	PASS	0.3000	3
mix_F2_into_M1	syn_F2-M1_f0.3_rep4	F2	M1	0.3000	0.0700	0.0500	0.1000	0.0000	0.0000	0.0000	1.0000	350	0.0009	521	12931	0.0000	PASS	0.3000	4
mix_F2_into_M1	syn_F2-M1_f0.3_rep5	F2	M1	0.3000	0.0800	0.0600	0.1100	0.0000	0.0000	0.0000	1.0000	350	0.0009	521	12931	0.0000	PASS	0.3000	5
mix_F2_into_M1	syn_F2-M1_f0.4_rep1	F2	M1	0.4000	0.1800	0.1500	0.2100	0.0465	0.0383	0.0549	0.0000	350	0.0009	521	12944	0.0000	PASS	0.4000	1
mix_F2_into_M1	syn_F2-M1_f0.4_rep2	F2	M1	0.4000	0.1800	0.1500	0.2100	0.0459	0.0377	0.0542	0.0000	350	0.0009	521	12944	0.0000	PASS	0.4000	2
mix_F2_into_M1	syn_F2-M1_f0.4_rep3	F2	M1	0.4000	0.1900	0.1600	0.2200	0.0543	0.0460	0.0627	0.0000	350	0.0009	521	12944	0.0000	PASS	0.4000	3
mix_F2_into_M1	syn_F2-M1_f0.4_rep4	F2	M1	0.4000	0.1700	0.1400	0.2000	0.0434	0.0352	0.0517	0.0000	350	0.0009	520	12944	0.0000	PASS	0.4000	4
mix_F2_into_M1	syn_F2-M1_f0.4_rep5	F2	M1	0.4000	0.1800	0.1500	0.2100	0.0513	0.0430	0.0597	0.0000	350	0.0009	521	12944	0.0000	PASS	0.4000	5
mix_F2_into_M1	syn_F2-M1_f0.5_rep1	F2	M1	0.5000	0.2800	0.2500	0.3200	0.1420	0.1330	0.1511	0.0000	350	0.0009	521	12957	0.0000	PASS	0.5000	1
mix_F2_into_M1	syn_F2-M1_f0.5_rep2	F2	M1	0.5000	0.2800	0.2400	0.3100	0.1365	0.1276	0.1455	0.0000	350	0.0009	521	12957	0.0000	PASS	0.5000	2
mix_F2_into_M1	syn_F2-M1_f0.5_rep3	F2	M1	0.5000	0.2800	0.2500	0.3200	0.1479	0.1389	0.1570	0.0000	350	0.0009	521	12957	0.0000	PASS	0.5000	3
mix_F2_into_M1	syn_F2-M1_f0.5_rep4	F2	M1	0.5000	0.2700	0.2400	0.3000	0.1351	0.1262	0.1441	0.0000	350	0.0009	521	12957	0.0000	PASS	0.5000	4
mix_F2_into_M1	syn_F2-M1_f0.5_rep5	F2	M1	0.5000	0.2800	0.2500	0.3200	0.1434	0.1345	0.1525	0.0000	350	0.0009	521	12957	0.0000	PASS	0.5000	5
mix_F2_into_M2	syn_F2-M2_f0.1_rep1	F2	M2	0.1000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	331	0.0007	515	16140	1.0000	PASS	0.1000	1
mix_F2_into_M2	syn_F2-M2_f0.1_rep2	F2	M2	0.1000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	331	0.0007	513	16140	1.0000	PASS	0.1000	2
mix_F2_into_M2	syn_F2-M2_f0.1_rep3	F2	M2	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	331	0.0007	515	16139	1.0000	PASS	0.1000	3
mix_F2_into_M2	syn_F2-M2_f0.1_rep4	F2	M2	0.1000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	331	0.0007	513	16140	1.0000	PASS	0.1000	4
mix_F2_into_M2	syn_F2-M2_f0.1_rep5	F2	M2	0.1000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	331	0.0007	515	16140	1.0000	PASS	0.1000	5
mix_F2_into_M2	syn_F2-M2_f0.2_rep1	F2	M2	0.2000	0.0000	0.0000	0.0200	0.0000	0.0000	0.0000	1.0000	331	0.0007	529	16156	1.0000	PASS	0.2000	1
mix_F2_into_M2	syn_F2-M2_f0.2_rep2	F2	M2	0.2000	0.0000	0.0000	0.0200	0.0000	0.0000	0.0000	1.0000	331	0.0007	528	16156	1.0000	PASS	0.2000	2
mix_F2_into_M2	syn_F2-M2_f0.2_rep3	F2	M2	0.2000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	331	0.0007	529	16155	1.0000	PASS	0.2000	3
mix_F2_into_M2	syn_F2-M2_f0.2_rep4	F2	M2	0.2000	0.0000	0.0000	0.0200	0.0000	0.0000	0.0000	1.0000	331	0.0007	528	16156	1.0000	PASS	0.2000	4
mix_F2_into_M2	syn_F2-M2_f0.2_rep5	F2	M2	0.2000	0.0000	0.0000	0.0200	0.0000	0.0000	0.0000	1.0000	331	0.0007	529	16156	1.0000	PASS	0.2000	5
mix_F2_into_M2	syn_F2-M2_f0.3_rep1	F2	M2	0.3000	0.0700	0.0400	0.1100	0.0000	0.0000	0.0000	1.0000	331	0.0007	529	16171	1.0000	PASS	0.3000	1
mix_F2_into_M2	syn_F2-M2_f0.3_rep2	F2	M2	0.3000	0.0800	0.0400	0.1100	0.0000	0.0000	0.0000	1.0000	331	0.0007	529	16172	1.0000	PASS	0.3000	2
mix_F2_into_M2	syn_F2-M2_f0.3_rep3	F2	M2	0.3000	0.0500	0.0200	0.0800	0.0000	0.0000	0.0000	1.0000	331	0.0007	533	16171	1.0000	PASS	0.3000	3
mix_F2_into_M2	syn_F2-M2_f0.3_rep4	F2	M2	0.3000	0.0700	0.0400	0.1100	0.0000	0.0000	0.0000	1.0000	331	0.0007	530	16171	1.0000	PASS	0.3000	4
mix_F2_into_M2	syn_F2-M2_f0.3_rep5	F2	M2	0.3000	0.0700	0.0400	0.1100	0.0000	0.0000	0.0000	1.0000	331	0.0007	530	16172	1.0000	PASS	0.3000	5
mix_F2_into_M2	syn_F2-M2_f0.4_rep1	F2	M2	0.4000	0.1600	0.1300	0.2000	0.0312	0.0236	0.0388	0.0000	331	0.0007	529	16187	1.0000	PASS	0.4000	1
mix_F2_into_M2	syn_F2-M2_f0.4_rep2	F2	M2	0.4000	0.1800	0.1400	0.2200	0.0355	0.0279	0.0432	0.0000	331	0.0007	531	16187	1.0000	PASS	0.4000	2
mix_F2_into_M2	syn_F2-M2_f0.4_rep3	F2	M2	0.4000	0.1500	0.1200	0.1800	0.0323	0.0247	0.0399	0.0000	331	0.0007	533	16187	1.0000	PASS	0.4000	3
mix_F2_into_M2	syn_F2-M2_f0.4_rep4	F2	M2	0.4000	0.1700	0.1300	0.2100	0.0336	0.0260	0.0412	0.0000	331	0.0007	530	16187	1.0000	PASS	0.4000	4
mix_F2_into_M2	syn_F2-M2_f0.4_rep5	F2	M2	0.4000	0.1700	0.1300	0.2100	0.0315	0.0239	0.0391	0.0000	331	0.0007	535	16187	1.0000	PASS	0.4000	5
mix_F2_into_M2	syn_F2-M2_f0.5_rep1	F2	M2	0.5000	0.2600	0.2200	0.3100	0.1253	0.1171	0.1337	0.0000	331	0.0007	531	16203	1.0000	PASS	0.5000	1
mix_F2_into_M2	syn_F2-M2_f0.5_rep2	F2	M2	0.5000	0.2700	0.2300	0.3200	0.1240	0.1157	0.1324	0.0000	331	0.0007	537	16203	1.0000	PASS	0.5000	2
mix_F2_into_M2	syn_F2-M2_f0.5_rep3	F2	M2	0.5000	0.2400	0.2100	0.2800	0.1234	0.1151	0.1317	0.0000	331	0.0007	538	16203	1.0000	PASS	0.5000	3
mix_F2_into_M2	syn_F2-M2_f0.5_rep4	F2	M2	0.5000	0.2700	0.2300	0.3100	0.1273	0.1190	0.1357	0.0000	331	0.0007	536	16203	1.0000	PASS	0.5000	4
mix_F2_into_M2	syn_F2-M2_f0.5_rep5	F2	M2	0.5000	0.2700	0.2200	0.3100	0.1255	0.1172	0.1338	0.0000	331	0.0007	536	16203	1.0000	PASS	0.5000	5
mix_F3_into_F2	syn_F3-F2_f0.1_rep1	F3	F2	0.1000	0.2700	0.2200	0.3300	0.0000	0.0000	0.0000	1.0000	350	0.0024	492	1574	0.9849	PASS	0.1000	1
mix_F3_into_F2	syn_F3-F2_f0.1_rep2	F3	F2	0.1000	0.2600	0.2100	0.3200	0.0000	0.0000	0.0000	1.0000	350	0.0024	492	1575	0.9912	PASS	0.1000	2
mix_F3_into_F2	syn_F3-F2_f0.1_rep3	F3	F2	0.1000	0.2700	0.2100	0.3200	0.0000	0.0000	0.0000	1.0000	350	0.0024	493	1574	0.9975	PASS	0.1000	3
mix_F3_into_F2	syn_F3-F2_f0.1_rep4	F3	F2	0.1000	0.2600	0.2000	0.3200	0.0000	0.0000	0.0000	1.0000	350	0.0024	493	1574	0.9897	PASS	0.1000	4
mix_F3_into_F2	syn_F3-F2_f0.1_rep5	F3	F2	0.1000	0.2700	0.2200	0.3300	0.0000	0.0000	0.0000	1.0000	350	0.0024	492	1575	0.9983	PASS	0.1000	5
mix_F3_into_F2	syn_F3-F2_f0.2_rep1	F3	F2	0.2000	0.3700	0.3200	0.4300	0.0070	0.0000	0.0350	0.3103	350	0.0024	492	1576	0.9979	PASS	0.2000	1
mix_F3_into_F2	syn_F3-F2_f0.2_rep2	F3	F2	0.2000	0.3600	0.3000	0.4200	0.0000	0.0000	0.0000	1.0000	350	0.0024	493	1576	0.9978	PASS	0.2000	2
mix_F3_into_F2	syn_F3-F2_f0.2_rep3	F3	F2	0.2000	0.3600	0.3100	0.4200	0.0000	0.0000	0.0000	1.0000	350	0.0024	493	1576	0.9998	PASS	0.2000	3
mix_F3_into_F2	syn_F3-F2_f0.2_rep4	F3	F2	0.2000	0.3600	0.3000	0.4200	0.0000	0.0000	0.0000	1.0000	350	0.0024	493	1576	0.9989	PASS	0.2000	4
mix_F3_into_F2	syn_F3-F2_f0.2_rep5	F3	F2	0.2000	0.3600	0.3100	0.4200	0.0014	0.0000	0.0294	0.4596	350	0.0024	493	1576	0.9994	PASS	0.2000	5
mix_F3_into_F2	syn_F3-F2_f0.3_rep1	F3	F2	0.3000	0.4700	0.4100	0.5300	0.0965	0.0674	0.1264	0.0000	350	0.0024	493	1577	0.9997	PASS	0.3000	1
mix_F3_into_F2	syn_F3-F2_f0.3_rep2	F3	F2	0.3000	0.4600	0.4000	0.5300	0.0917	0.0626	0.1216	0.0000	350	0.0024	496	1578	0.9996	PASS	0.3000	2
mix_F3_into_F2	syn_F3-F2_f0.3_rep3	F3	F2	0.3000	0.4600	0.4000	0.5200	0.0896	0.0606	0.1193	0.0000	350	0.0024	494	1578	1.0000	PASS	0.3000	3
mix_F3_into_F2	syn_F3-F2_f0.3_rep4	F3	F2	0.3000	0.4500	0.3900	0.5100	0.0798	0.0510	0.1094	0.0000	350	0.0024	500	1578	0.9997	PASS	0.3000	4
mix_F3_into_F2	syn_F3-F2_f0.3_rep5	F3	F2	0.3000	0.4600	0.4100	0.5300	0.0951	0.0660	0.1250	0.0000	350	0.0024	493	1578	0.9999	PASS	0.3000	5
mix_F3_into_F2	syn_F3-F2_f0.4_rep1	F3	F2	0.4000	0.5800	0.5200	0.6500	0.2046	0.1734	0.2364	0.0000	350	0.0024	493	1579	1.0000	PASS	0.4000	1
mix_F3_into_F2	syn_F3-F2_f0.4_rep2	F3	F2	0.4000	0.5600	0.5000	0.6300	0.1886	0.1577	0.2203	0.0000	350	0.0024	497	1579	0.9999	PASS	0.4000	2
mix_F3_into_F2	syn_F3-F2_f0.4_rep3	F3	F2	0.4000	0.5600	0.5000	0.6200	0.1872	0.1564	0.2187	0.0000	350	0.0024	493	1579	1.0000	PASS	0.4000	3
mix_F3_into_F2	syn_F3-F2_f0.4_rep4	F3	F2	0.4000	0.5600	0.4900	0.6200	0.1743	0.1436	0.2057	0.0000	350	0.0024	501	1579	0.9999	PASS	0.4000	4
mix_F3_into_F2	syn_F3-F2_f0.4_rep5	F3	F2	0.4000	0.5600	0.5000	0.6200	0.1844	0.1536	0.2159	0.0000	350	0.0024	493	1579	1.0000	PASS	0.4000	5
mix_F3_into_F2	syn_F3-F2_f0.5_rep1	F3	F2	0.5000	0.6900	0.6300	0.7600	0.3096	0.2766	0.3433	0.0000	350	0.0024	494	1581	1.0000	PASS	0.5000	1
mix_F3_into_F2	syn_F3-F2_f0.5_rep2	F3	F2	0.5000	0.6600	0.6000	0.7300	0.2829	0.2503	0.3162	0.0000	350	0.0024	497	1581	1.0000	PASS	0.5000	2
mix_F3_into_F2	syn_F3-F2_f0.5_rep3	F3	F2	0.5000	0.6800	0.6200	0.7400	0.2886	0.2560	0.3219	0.0000	350	0.0024	495	1581	1.0000	PASS	0.5000	3
mix_F3_into_F2	syn_F3-F2_f0.5_rep4	F3	F2	0.5000	0.6700	0.6000	0.7400	0.2764	0.2440	0.3096	0.0000	350	0.0024	501	1581	1.0000	PASS	0.5000	4
mix_F3_into_F2	syn_F3-F2_f0.5_rep5	F3	F2	0.5000	0.6500	0.5900	0.7100	0.2722	0.2399	0.3053	0.0000	350	0.0024	493	1581	1.0000	PASS	0.5000	5
mix_M1_into_M2	syn_M1-M2_f0.1_rep1	M1	M2	0.1000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	338	0.0007	518	16472	0.0000	REVIEW	0.1000	1
mix_M1_into_M2	syn_M1-M2_f0.1_rep2	M1	M2	0.1000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	338	0.0007	518	16471	0.0000	REVIEW	0.1000	2
mix_M1_into_M2	syn_M1-M2_f0.1_rep3	M1	M2	0.1000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	338	0.0007	518	16472	0.0000	REVIEW	0.1000	3
mix_M1_into_M2	syn_M1-M2_f0.1_rep4	M1	M2	0.1000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	338	0.0007	519	16472	0.0000	REVIEW	0.1000	4
mix_M1_into_M2	syn_M1-M2_f0.1_rep5	M1	M2	0.1000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	338	0.0007	518	16472	0.0000	REVIEW	0.1000	5
mix_M1_into_M2	syn_M1-M2_f0.2_rep1	M1	M2	0.2000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	338	0.0007	533	16488	0.0000	REVIEW	0.2000	1
mix_M1_into_M2	syn_M1-M2_f0.2_rep2	M1	M2	0.2000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	338	0.0007	531	16488	0.0000	REVIEW	0.2000	2
mix_M1_into_M2	syn_M1-M2_f0.2_rep3	M1	M2	0.2000	0.0000	0.0000	0.0100	0.0000	0.0000	0.0000	1.0000	338	0.0007	532	16488	0.0000	REVIEW	0.2000	3
